T_star,T_k,Var_star,Var_k,PT_star,PT_k,PoR,VarRed,PTgain
2385.33,2390.01,158168.601825,164792.551575,3039.5533492879135,3057.7919736828326,0.0019619926802581997,-0.041879043461032994,-0.006000429108833331
3807.385,4120.6,581344.8509,512679.06565,5061.631267746759,5298.446496206336,0.0822651242256825,0.11811540971541434,-0.046786345336648376
821.185,821.185,49194.133924999995,49194.133924999995,1186.04189832371,1186.04189832371,0.0,0.0,0.0
3215.1699999999996,3523.9399999999996,373277.40357499995,229446.90529999998,4220.206310791325,4311.905140037573,0.09603535738390194,0.38531798843832543,-0.02172851810864505
1248.5600000000002,1334.62,79597.987,110159.74927500002,1712.665745247433,1880.6008014315905,0.06892740436983381,-0.383951446850032,-0.09805477609987201
2887.12,2906.28,213203.2442,223393.19494999998,3646.6812607856623,3683.780849108587,0.006636371193438551,-0.0477945389069272,-0.010173520982454009
1621.1449999999998,1657.24,171036.19412499995,208586.41035000005,2301.4597927298823,2408.532247442604,0.022265127425369267,-0.2195454384208113,-0.04652371292818341
1672.1750000000002,1688.0900000000001,136126.30599999998,134530.3835,2279.1026622412674,2291.4494127968733,0.009517544515376657,0.011723836096749651,-0.005417373583103158
1766.1849999999997,1922.265,126229.38025,102343.81812499998,2350.633337058979,2448.5205752119905,0.0883712634859884,0.18922347616453594,-0.04164292091402229
1795.095,1862.185,190999.96550000002,120530.049225,2514.0182793853164,2433.286852959768,0.037374066553580686,0.36895250787362066,0.032112505739332706
2339.1900000000005,2756.99,182192.68884999998,119980.0638,3041.342384347815,3326.7873781480525,0.17860883468209046,0.3414660897903532,-0.09385493565909332
2605.5750000000003,2682.19,381281.7525249999,169695.608,3621.3298692359112,3359.833385298049,0.029404258177177695,0.5549338333759537,0.07221007016216313
1684.585,1859.775,167591.24637500002,286035.4136250001,2358.013617205944,2739.558484815776,0.10399593965279286,-0.7067443545647423,-0.16180774564904002
